"dispenser_id","10-22 17","10-19 18","10-20 11","10-23 22","10-22 02","10-24 06","10-23 00","10-26 19","10-24 17","10-21 23","10-23 03","10-20 04","10-23 10","10-21 05","10-21 15","10-19 14","10-21 09","10-23 15","10-22 06","10-27 01","10-22 13","10-25 14","10-23 07","10-20 01","10-25 07","10-20 08","10-19 02","10-26 22","10-26 11","10-26 00","10-24 05","10-20 22","10-26 12","10-25 21","10-23 16","10-25 10","10-26 23","10-21 20","10-23 21","10-26 09","10-24 11","10-22 00","10-20 15","10-19 07","10-24 22","10-24 07","10-22 10","10-25 08","10-19 20","10-21 11","10-25 18","10-24 18","10-22 16","10-23 02","10-25 06","10-26 01","10-20 03","10-26 18","10-21 04","10-19 13","10-26 08","10-19 01","10-20 10","10-22 01","10-24 09","10-25 00","10-20 21","10-24 02","10-21 22","10-23 06","10-22 12","10-24 14","10-21 18","10-20 07","10-26 04","10-20 17","10-21 08","10-20 02","10-19 17","10-22 05","10-24 21","10-21 19","10-24 10","10-21 14","10-19 06","10-25 03","10-25 22","10-20 20","10-26 13","10-25 11","10-21 21","10-25 16","10-20 18","10-19 09","10-22 11","10-22 09","10-21 10","10-23 20","10-26 07","10-20 14","10-22 22","10-25 09","10-19 11","10-21 03","10-22 19","10-19 16","10-21 17","10-20 13","10-22 04","10-25 17","10-24 08","10-21 00","10-24 19","10-20 06","10-19 21","10-23 13","10-26 02","10-19 05","10-26 17","10-24 15","10-24 00","10-25 12","10-19 10","10-20 19","10-25 01","10-26 06","10-24 03","10-21 07","10-23 08","10-23 17","10-25 04","10-25 23","10-23 12","10-23 05","10-17 16","10-26 20","10-22 23","10-24 13","10-19 22","10-26 14","10-19 12","10-25 15","10-22 08","10-19 23","10-22 15","10-27 00","10-21 01","10-25 19","10-23 19","10-24 01","10-19 03","10-23 23","10-22 03","10-23 01","10-24 16","10-22 14","10-22 21","10-26 03","10-21 16","10-20 09","10-19 08","10-26 10","10-25 20","10-26 16","10-25 13","10-21 13","10-23 14","10-22 18","10-25 02","10-19 19","10-20 05","10-19 04","10-26 05","10-21 06","10-20 12","10-22 20","10-26 21","10-24 23","10-23 09","10-23 18","10-25 05","10-21 02","10-19 15","10-26 15","10-20 00","10-20 16","10-20 23","10-22 07","10-24 04","10-24 12","10-21 12","10-23 11","10-23 04","10-24 20"
"20985","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"20986","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"21019","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"21027","1","","","","3","","","1","","","","","","","3","","","","1","","","","","","","","","","4","","","","1","","3","","","","","1","","","4","","","","","","","","","","2","","","","","","","","","","","2","","","2","","","","1","","","","","5","","","","","","","","1","","","","1","1","","3","","4","","","3","","","2","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","1","","","2","","","","4","","","2","","1","1","","","","","","","4","","","","","","","","","","","1","","1","","1","","","","","1","","","","1","","","","","","","1","","","","","","","1","","",""
"21028","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","1","","","","","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","","","3","","","",""
"21031","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"21041","","","","","","","","","","","","","3","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"21044","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"21048","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","","","","3","","","","2","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","1","","","","","","1","","","","","","","","","","","","","1","","","","","","","","","","","","","2","","2","","","","","","","","","","","","","","","","","","","","3","","","","","","","","","",""
"21055","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"21083","3","","","","2","","","6","","","2","","2","","","","","4","3","","2","3","1","","","","","1","1","2","","","","","2","2","4","","","","","2","8","","","","3","1","","","1","","3","1","1","","","3","","","","","","4","1","","2","","","2","7","1","2","","1","5","","","","5","","3","","","","1","","3","4","","4","1","3","","6","3","","","1","2","4","1","","","","","1","4","2","2","","","3","","","2","","","7","","","","","5","1","2","","","1","1","1","","1","6","","2","4","2","","2","","3","4","","1","7","","1","2","","","","5","6","4","","2","","1","","","3","1","3","","","3","2","","","","","2","","","","3","","1","3","","","","7","","1","","5","","1","","2","1",""
"21172","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"21226","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","",""
"21267","","","","","","","","","","","","","","","","","","","","8","1","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","2","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","4","","","","","","1","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","1","","",""
"21282","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"21289","","","","","","","","3","","","","","","","","","","","","","1","","","","","","","","1","","","","2","","","","","","","","2","","","","","1","","","","","","1","","","","","","","","","","","","","","","","2","","","","","1","","","","","","","","","2","","","","","","","","1","","2","","","","1","","1","","","","2","","","","","","","","","","","","","","2","","","1","","","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","",""
"21306","","","","","","","","","","","","","","","","","","","","","4","","","","","","","","","","","","","","","","","","","1","","3","1","","","","","","","","","","","","","","","","","","","","","1","","","2","","","","","","","","1","","","","","","","1","","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","","","","","","","","","","","","","","",""
"21325","","","","","","","2","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","1","","1","","","","2","","","","","","","","","","","","","","","","","","","","","","","","1","","","","1","","1","","","4","","","","","","","","","","","","1","","","","","","","","","","","","1","","","","","1","","1","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","2","","","","","","","","","","","","","","","","","2","","","2","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","1","","","","","1","","",""
"21329","1","","","","","","","","","","1","","","","","","","","","","","2","","","","","","","2","","","","","","","","","","","","","","","","","","4","","","1","2","","","","","","","1","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","1","","1","","","","1","","1","","","","","","","","","1","","","","","","","","","","","","","","","1","","","1","","","","","4","","","","","","","","","","","","","","","2","1","","1","","","","","","","","","","","","","","2","","","","1","","","","","","","","","","1","","1","","2","","","","1","","","","","","","1","1","",""
"21330","","","","","","","","","","","","","","","","","","3","","","1","","","","","","","","3","","","","2","","2","","","","","2","","","","","","","1","","","7","","","","","","","","1","","","","","","","","","","","","","2","","","","","","","","","","","","","3","","","","","2","","","","","","1","","5","","","","","","","","2","","","","","","","","","","","1","","","1","","","","","","","","","","1","1","","","4","","","1","","","","1","","","","","1","","","","","","","","","","","3","","","1","","","","","1","","3","","","","","","","","","","","","","1","","","","","2","","","","","","","9","1","",""
"21348","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"21357","","","","","","","","1","","","","","1","","","","","","","","","","","","","","","","","","","","","","3","","","1","1","","","","1","","","","1","","","","","","","","","","","","","","1","","","","","","1","","","1","","","","","","","","","","2","","","","","","","","1","1","","","","1","","","","","","","","","","","","1","","","","","","","","","","","1","","","","1","","","","","","","","","","1","","","","","","","","","","","","","1","","","","","","1","","","","","","","","","","","","","1","","1","","","","","","","","","","","","","","","","","","","","","","1","","","","","","1","","1"
"21363","","","","","","","","1","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","",""
"21364","","","","","","","","1","2","","","","","","","","","","","","","2","","","","","","","2","1","","","1","1","","","","","","","","","","","","","","","","","2","","1","","","","","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","2","1","","","","","","2","2","1","","","","2","","","","","","","","","","","1","","","","","","","","","","","","","","",""
"21371","","","","1","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","1","","1","","","1","2","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","","","","","","","1","","","","","","","","","","","","","","","","1","","","","","","","","","1","","","","","","","1","","","","","","","","1","","","","","","","","","","","1","1","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","1",""
"21386","","","","","","","1","","","","","","1","","","","","1","","","","","","","","","","","","","","","","","2","","1","","","","","","","","","","1","","","","","","1","","","1","","","","","","","","","1","1","","","","","","","1","","","","","","","","2","","","2","","","","","1","","","","","","","2","","5","","2","","","","","","","","3","","","","","","","","2","","","","","","","","2","","1","","","","","","","2","","","","1","","","1","","","","","1","1","","","","","","","","","","","1","","","","","","","","","4","","5","","","","","","","","","1","","1","","","","","","","","","","","","","","",""
"21387","5","","","","","","","","","","1","","1","","","","","2","","","2","2","","","","","","","1","","","","","","5","","","","1","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","5","","","","","","","","","","","1","","","","","","","","","","1","","","4","7","","4","","2","","","","","2","","1","4","","1","","","","","","1","","","","","","","","","","2","","","","3","","","2","","","","","","","","","1","1","","6","1","","1","7","","","","","1","","4","","","","","","","","","","","1","3","","","","","","","","1","","","3","1","","","","5","","2","","","","2","","4","","1"
"21397","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"21407","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","1","","","","","","","","","","","","","","","","","1","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","","","","","",""
"21434","1","","","","","","","","","","","","","","","","","1","","","1","","1","","","","","","6","","","","","","","","","","","1","","","","","","","1","","","","","","3","","","","","1","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","6","3","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","1","","","","","","","","","","","","","1","","","","","","","","","","","","","","",""
"21464","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"21468","","","","","","","","5","","","","","","","","","","","","2","","","","","","","","","1","","","","","","","","1","","","1","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","3","","","","","","","","2","","","","","","","","","","","2","","","","","1","","","","","1","1","","","","","","3","","","","2","","","","","","","","","","","","","","","","","","","","","","1","","1","","","","","","","","","","","","","","","","","","","","2","","3","","","","","","","",""
"21575","","1","10","1","5","12","","1","9","15","22","2","","3","14","2","12","96","11","7","33","1","","8","46","1","","5","11","","1","5","7","2","9","3","27","19","13","3","29","","5","2","7","31","2","","","35","","2","1","20","23","4","","26","4","16","","","57","7","4","","5","5","6","26","15","1","2","6","","","2","3","8","19","","8","5","10","2","1","18","9","22","4","5","2","16","6","","4","14","29","","","7","5","18","","1","7","4","13","43","","3","4","6","","8","","2","7","1","3","","1","1","11","","3","1","8","1","8","","23","3","","","6","2","11","5","14","21","","46","3","2","","","1","3","","","","","35","","29","103","1","1","12","","11","1","7","","7","24","39","4","4","12","","","","8","34","32","37","9","9","","","1","2","1","16","7","54","5","49","1","28","4","28"
"21639","","","","","","","","","1","","","","","","","","","1","","","","","","","","","","","3","","","","2","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","1","","","","","","","1","","","","","","","","","","","","","","","","","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","1","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","2","","","","2"
"21772","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"21819","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","1","",""
"21821","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","1","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","1","","","",""
"21903","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"21916","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1"
"21936","5","","","1","","2","","","3","","","","2","","","","","3","","","","2","","","","","","1","","1","1","","1","2","","2","","","2","2","2","","","","7","","","2","","","2","3","","","2","","","1","","","","","","","2","1","","1","","2","","","","","","","","","","","1","","1","","","","4","","3","1","","","","","","","","2","1","","","2","","","","","","","","2","2","","1","","","3","3","","2","","2","","","","","1","","","","4","2","1","","","","2","","1","","1","","","","","","3","","2","1","2","","","","","","","","3","","","","3","1","1","","","4","","2","","","","1","","","","3","","1","1","1","","","","","","","","","1","","2","","3"
"21944","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"21990","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","",""
"22101","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","1","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","2","1","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22117","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22121","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22162","","","","","","","","","2","","","","","","","","","1","","","","","","","","","","","","","","","2","","","","","","","","1","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","1","1","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","1","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","2","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","4","","","","","","","","","",""
"22233","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22242","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22288","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22289","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22313","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","1","","","","","","3","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","1","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","1","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","1","","","","3","","","","","","","","","","","","","2","","","","","1","","","","","","","","1","",""
"22316","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22328","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22331","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22368","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","","","","","2","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22383","","","","","","","","","3","","","","","","","","","4","","","","","","","","","","","2","","","","2","","","","","","","","1","","","","","","","","","","","8","","","","","","1","","","","","","","2","","","","","","","3","","","","","","","","","1","","4","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","3","","","","","","1","3","","","","","","","","","","","","","","","","","","3","","5","","","","","","","","","","","","","","","2","","","","","","","2","","2","","","","","","","","","","","","","","","","","","","","6","","","","","","3","","","","1"
"22434","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22435","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22438","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","1","","","","","1","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","",""
"22443","1","","","","","","","","","","","","","","","","1","","","","2","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","1","","",""
