11001,2.0,0.18181818181818182,2.0,0.18181818181818182,1.0,22,2,22,2.2,0.1375,2.0,0.125,1.04,80,5,19,3.2,0.11594202898550725,3.0,0.10869565217391304,1.04,138,5,18,1.4,0.3888888888888889,1.4,0.3888888888888889,1.0,18,5,18,1.75,0.14583333333333334,1.75,0.14583333333333334,1.0,48,4,19,1.6,0.5,1.6,0.5,1.0,16,5,18,3.5555555555555554,0.3106796116504854,3.3333333333333335,0.2912621359223301,1.1111111111111112,103,9,14,1.7142857142857142,0.1276595744680851,1.5714285714285714,0.11702127659574468,1.0357142857142858,94,7,16,2.5,0.20833333333333334,2.5,0.20833333333333334,1.0,72,6,17,4.111111111111111,0.3854166666666667,3.2222222222222223,0.3020833333333333,1.2722222222222221,96,9,14,3.9,0.3644859813084112,3.3,0.308411214953271,1.1052380952380951,107,10,13,3.6666666666666665,0.4074074074074074,2.6666666666666665,0.2962962962962963,1.41358024691358,81,9,14,2.75,0.1981981981981982,2.375,0.17117117117117117,1.1875,111,8,15,3.2,0.3018867924528302,2.5,0.2358490566037736,1.2333333333333332,106,10,13,4.875,0.3577981651376147,2.875,0.21100917431192662,1.5,109,8,15,4.142857142857143,0.2265625,2.857142857142857,0.15625,1.4523809523809526,128,7,16,6.0,0.3891891891891892,2.4166666666666665,0.15675675675675677,1.9958333333333333,185,12,11,6.714285714285714,1.2702702702702702,3.4285714285714284,0.6486486486486487,1.3327922077922079,37,7,16,4.333333333333333,0.34210526315789475,2.3333333333333335,0.18421052631578946,1.3333333333333333,114,9,14,18.625,1.2521008403361344,5.0,0.33613445378151263,1.9460227272727273,119,8,15,3.5,0.23595505617977527,3.0,0.20224719101123595,1.103174603174603,89,6,17,2.3333333333333335,0.20588235294117646,2.0,0.17647058823529413,1.1111111111111112,68,6,17,2.8333333333333335,0.24285714285714285,2.8333333333333335,0.24285714285714285,1.0,70,6,17,4.25,0.22077922077922077,3.25,0.16883116883116883,1.125,77,4,19
11003,0,0,0,0,0,24,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,23,0,0,1.0,1.0,1.0,1.0,1.0,1,1,22,0,0,0,0,0,23,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,23,0,0
11005,0,0,0,0,0,24,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,23,0,0,1.0,1.0,1.0,1.0,1.0,1,1,22,0,0,0,0,0,23,0,0,0,0,0,0,0,23,0,0,1.0,1.0,1.0,1.0,1.0,1,1,22,0,0,0,0,0,23,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,23,0,0,1.0,1.0,1.0,1.0,1.0,1,1,22,0,0,0,0,0,23,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,23,0,0
11007,2.0,0.2,2.0,0.2,1.0,10,1,23,0,0,0,0,0,24,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,23,0,0,2.0,0.2857142857142857,2.0,0.2857142857142857,1.0,7,1,22,1.0,1.0,1.0,1.0,1.0,1,1,22,2.0,0.16666666666666666,2.0,0.16666666666666666,1.0,60,5,18,1.0,1.0,1.0,1.0,1.0,1,1,22,1.0,1.0,1.0,1.0,1.0,2,2,21,1.5,0.75,1.5,0.75,1.0,4,2,21,0,0,0,0,0,23,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,23,0,0,1.0,1.0,1.0,1.0,1.0,1,1,22,0,0,0,0,0,23,0,0,0,0,0,0,0,23,0,0
11008,0,0,0,0,0,24,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,23,0,0,2.0,0.07407407407407407,2.0,0.07407407407407407,1.0,27,1,22,0,0,0,0,0,23,0,0,15.0,1.0714285714285714,12.0,0.8571428571428571,1.25,14,1,22,1.0,1.0,1.0,1.0,1.0,1,1,22,1.0,1.0,1.0,1.0,1.0,1,1,22,706.0,14.408163265306122,46.0,0.9387755102040817,15.347826086956522,49,1,22,1.0,1.0,1.0,1.0,1.0,1,1,22,8.0,0.22857142857142856,5.0,0.14285714285714285,1.6,35,1,22,1.0,1.0,1.0,1.0,1.0,1,1,22,0,0,0,0,0,23,0,0,0,0,0,0,0,23,0,0,1.0,1.0,1.0,1.0,1.0,1,1,22,1.0,1.0,1.0,1.0,1.0,1,1,22,1.0,1.0,1.0,1.0,1.0,1,1,22,0,0,0,0,0,23,0,0,0,0,0,0,0,23,0,0
11010,0,0,0,0,0,24,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,23,0,0,78.0,15.6,4.0,0.8,19.5,5,1,22,673.0,33.65,16.0,0.8,42.0625,20,1,22,0,0,0,0,0,23,0,0,0,0,0,0,0,23,0,0,52.0,5.2,6.0,0.6,8.666666666666666,10,1,22,270.0,5.09433962264151,20.0,0.37735849056603776,13.5,53,1,22,266.0,4.433333333333334,15.0,0.25,17.733333333333334,60,1,22,238.0,4.407407407407407,31.0,0.5740740740740741,7.67741935483871,54,1,22,45.0,2.6470588235294117,5.0,0.29411764705882354,9.0,17,1,22,0,0,0,0,0,23,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,23,0,0
11011,0,0,0,0,0,24,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,23,0,0,1.5,0.25,1.5,0.25,1.0,12,2,21,1.3333333333333333,0.5,1.3333333333333333,0.5,1.0,8,3,20,1.0,1.0,1.0,1.0,1.0,2,2,21,0,0,0,0,0,23,0,0,1.0,1.0,1.0,1.0,1.0,3,3,20,0,0,0,0,0,23,0,0,2.0,0.3333333333333333,2.0,0.3333333333333333,1.0,6,1,22,1.0,1.0,1.0,1.0,1.0,1,1,22,4.0,0.4,3.0,0.3,1.3333333333333333,10,1,22,1.0,1.0,1.0,1.0,1.0,1,1,22,0,0,0,0,0,23,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,23,0,0
11012,0,0,0,0,0,24,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,23,0,0,1.0,1.0,1.0,1.0,1.0,1,1,22,0,0,0,0,0,23,0,0,1.0,1.0,1.0,1.0,1.0,1,1,22,0,0,0,0,0,23,0,0,0,0,0,0,0,23,0,0,1.0,1.0,1.0,1.0,1.0,1,1,22,0,0,0,0,0,23,0,0,0,0,0,0,0,23,0,0,5.0,0.125,4.0,0.1,1.25,40,1,22,0,0,0,0,0,23,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,23,0,0
11014,0,0,0,0,0,24,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,23,0,0,1.0,1.0,1.0,1.0,1.0,1,1,22,2.0,0.6666666666666666,2.0,0.6666666666666666,1.0,3,1,22,0,0,0,0,0,23,0,0,2.0,0.25,2.0,0.25,1.0,8,1,22,1.0,1.0,1.0,1.0,1.0,1,1,22,1.0,1.0,1.0,1.0,1.0,1,1,22,1.0,1.0,1.0,1.0,1.0,1,1,22,0,0,0,0,0,23,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,23,0,0,1.0,1.0,1.0,1.0,1.0,1,1,22,0,0,0,0,0,23,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,23,0,0
11018,0,0,0,0,0,24,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,23,0,0,1.0,1.0,1.0,1.0,1.0,1,1,22,0,0,0,0,0,23,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,23,0,0
