11001,empty,empty,empty,0,0,0,0,24,0,0,0,23,empty,empty,empty,0,empty,empty,empty,0,empty,empty,empty,0,empty,empty,empty,0,0,0,0,23,empty,empty,empty,0,empty,empty,empty,0,empty,empty,empty,0,empty,empty,empty,0,0,0,0,23,empty,empty,empty,0,empty,empty,empty,0,0,0,0,23,1,0,1,23,empty,empty,empty,0,1,0,1,23,empty,empty,empty,0,empty,empty,empty,0,empty,empty,empty,0,0,0,0,23,empty,empty,empty,0
11003,empty,empty,empty,0,empty,empty,empty,0,empty,empty,empty,0,empty,empty,empty,0,empty,empty,empty,0,empty,empty,empty,0,empty,empty,empty,0,empty,empty,empty,0,empty,empty,empty,0,empty,empty,empty,0,empty,empty,empty,0,empty,empty,empty,0,empty,empty,empty,0,empty,empty,empty,0,empty,empty,empty,0,empty,empty,empty,0,empty,empty,empty,0,empty,empty,empty,0,empty,empty,empty,0,empty,empty,empty,0,empty,empty,empty,0,empty,empty,empty,0,empty,empty,empty,0,empty,empty,empty,0
11005,empty,empty,empty,0,empty,empty,empty,0,empty,empty,empty,0,empty,empty,empty,0,empty,empty,empty,0,empty,empty,empty,0,empty,empty,empty,0,empty,empty,empty,0,empty,empty,empty,0,empty,empty,empty,0,empty,empty,empty,0,empty,empty,empty,0,empty,empty,empty,0,empty,empty,empty,0,empty,empty,empty,0,empty,empty,empty,0,empty,empty,empty,0,empty,empty,empty,0,empty,empty,empty,0,empty,empty,empty,0,empty,empty,empty,0,empty,empty,empty,0,empty,empty,empty,0,empty,empty,empty,0
11007,empty,empty,empty,0,empty,empty,empty,0,empty,empty,empty,0,empty,empty,empty,0,empty,empty,empty,0,empty,empty,empty,0,empty,empty,empty,0,empty,empty,empty,0,empty,empty,empty,0,empty,empty,empty,0,empty,empty,empty,0,empty,empty,empty,0,empty,empty,empty,0,empty,empty,empty,0,empty,empty,empty,0,empty,empty,empty,0,empty,empty,empty,0,empty,empty,empty,0,empty,empty,empty,0,empty,empty,empty,0,empty,empty,empty,0,empty,empty,empty,0,empty,empty,empty,0,empty,empty,empty,0
11008,empty,empty,empty,0,empty,empty,empty,0,empty,empty,empty,0,empty,empty,empty,0,empty,empty,empty,0,empty,empty,empty,0,empty,empty,empty,0,empty,empty,empty,0,empty,empty,empty,0,empty,empty,empty,0,empty,empty,empty,0,empty,empty,empty,0,empty,empty,empty,0,30,2,30,23,empty,empty,empty,0,empty,empty,empty,0,empty,empty,empty,0,empty,empty,empty,0,empty,empty,empty,0,empty,empty,empty,0,empty,empty,empty,0,empty,empty,empty,0,empty,empty,empty,0,empty,empty,empty,0
11010,empty,empty,empty,0,empty,empty,empty,0,empty,empty,empty,0,empty,empty,empty,0,empty,empty,empty,0,empty,empty,empty,0,empty,empty,empty,0,empty,empty,empty,0,empty,empty,empty,0,empty,empty,empty,0,empty,empty,empty,0,empty,empty,empty,0,empty,empty,empty,0,empty,empty,empty,0,11,0,11,23,11,0,11,23,10,1,10,23,empty,empty,empty,0,empty,empty,empty,0,empty,empty,empty,0,empty,empty,empty,0,empty,empty,empty,0,empty,empty,empty,0,empty,empty,empty,0
11011,empty,empty,empty,0,empty,empty,empty,0,empty,empty,empty,0,empty,empty,empty,0,empty,empty,empty,0,empty,empty,empty,0,empty,empty,empty,0,empty,empty,empty,0,empty,empty,empty,0,empty,empty,empty,0,empty,empty,empty,0,empty,empty,empty,0,empty,empty,empty,0,empty,empty,empty,0,empty,empty,empty,0,empty,empty,empty,0,empty,empty,empty,0,empty,empty,empty,0,empty,empty,empty,0,empty,empty,empty,0,empty,empty,empty,0,empty,empty,empty,0,empty,empty,empty,0,empty,empty,empty,0
11012,empty,empty,empty,0,empty,empty,empty,0,empty,empty,empty,0,empty,empty,empty,0,empty,empty,empty,0,empty,empty,empty,0,empty,empty,empty,0,empty,empty,empty,0,empty,empty,empty,0,empty,empty,empty,0,empty,empty,empty,0,empty,empty,empty,0,empty,empty,empty,0,empty,empty,empty,0,empty,empty,empty,0,empty,empty,empty,0,empty,empty,empty,0,empty,empty,empty,0,empty,empty,empty,0,empty,empty,empty,0,empty,empty,empty,0,empty,empty,empty,0,empty,empty,empty,0,empty,empty,empty,0
11014,empty,empty,empty,0,empty,empty,empty,0,empty,empty,empty,0,empty,empty,empty,0,empty,empty,empty,0,empty,empty,empty,0,empty,empty,empty,0,empty,empty,empty,0,empty,empty,empty,0,empty,empty,empty,0,empty,empty,empty,0,empty,empty,empty,0,empty,empty,empty,0,empty,empty,empty,0,empty,empty,empty,0,empty,empty,empty,0,empty,empty,empty,0,empty,empty,empty,0,empty,empty,empty,0,empty,empty,empty,0,empty,empty,empty,0,empty,empty,empty,0,empty,empty,empty,0,empty,empty,empty,0
11018,empty,empty,empty,0,empty,empty,empty,0,empty,empty,empty,0,empty,empty,empty,0,empty,empty,empty,0,empty,empty,empty,0,empty,empty,empty,0,empty,empty,empty,0,empty,empty,empty,0,empty,empty,empty,0,empty,empty,empty,0,empty,empty,empty,0,empty,empty,empty,0,empty,empty,empty,0,empty,empty,empty,0,empty,empty,empty,0,empty,empty,empty,0,empty,empty,empty,0,empty,empty,empty,0,empty,empty,empty,0,empty,empty,empty,0,empty,empty,empty,0,empty,empty,empty,0,empty,empty,empty,0
